fecha,super,producto,cantidad,unidad,marca,precio
30/12/2025,spar borbalan,chocolate,210.0,g,kinder maxi,4.29
02/01/2026,spar borbalan,aceitunas,180.0,g,jolca,0.89
02/01/2026,spar borbalan,patatas,1000.0,g,no aplica,1.4
04/01/2026,spar borbalan,chocolate,210.0,g,kinder maxi,4.29
04/01/2026,spar borbalan,filipinos,128.0,g,artiach,1.55
05/01/2026,spar borbalan,cafe,250.0,g,carioca,3.99
05/01/2026,spar borbalan,queso gouda,1000.0,g,castillo,10.7
05/01/2026,spar borbalan,queso fresco,1000.0,g,flor valsequillo,12.59
05/01/2026,spar borbalan,patatillas,140.0,g,lays mediterraneas,2.28
05/01/2026,spar borbalan,patatillas,165.0,g,pringles,1.73
05/01/2026,spar borbalan,jamon serrano,1000.0,g,el pozo,19.98
08/01/2026,spar borbalan,limpiador wc,750.0,g,cillit bang,3.89
08/01/2026,spar borbalan,limpiasuciedad,750.0,g,cillit bang,5.45
10/01/2026,spar borbalan,platanos,1000.0,g,canarias,1.75
10/01/2026,spar borbalan,gusanitos,85.0,g,risi,1.45
10/01/2026,spar borbalan,pajitas,100.0,g,risi,1.45
10/01/2026,spar borbalan,chocolate,210.0,g,kinder maxi,4.29
10/01/2026,spar borbalan,chocolate,43.0,g,kinder bueno,1.29
10/01/2026,spar borbalan,chocolate,39.0,g,white bueno,1.15
11/01/2026,spar borbalan,pajitas,100.0,g,risi,1.45
11/01/2026,spar borbalan,chorizo,1000.0,g,revilla,11.89
11/01/2026,spar borbalan,patatillas,150.0,g,ruffles,2.08
11/01/2026,spar borbalan,queso gouda,1000.0,g,bonissimo,8.33
11/01/2026,spar borbalan,jamon serrano,1000.0,g,el pozo,19.98
11/01/2026,spar borbalan,salchichitas,125.0,g,tulip,1.55
09/01/2026,spar borbalan,jamon iberico,60.0,g,el pozo,4.28
09/01/2026,spar borbalan,ensalada,215.0,g,spar new york,3.09
09/01/2026,spar borbalan,aceitunas,300.0,g,jolca con anchoa,1.55
09/01/2026,spar borbalan,toallitas,54.0,ud,dodot,1.29
09/01/2026,spar borbalan,bebida energetica,500.0,g,monster ultra paradise,1.85
12/01/2026,fruteria,aguacates,1000.0,g,no aplica,7.5
12/01/2026,fruteria,tomate cherry,1000.0,g,pera,7.45
12/01/2026,multitienda nk2,leche,1000.0,g,asturiana semi,1.85
12/01/2026,multitienda nk2,bebida energetica,250.0,g,red bull manzana jengibre,1.7
12/01/2026,multitienda nk2,bebida energetica,500.0,g,monster lewis hamilton,2.0
12/01/2026,multitienda nk2,chocolate,43.0,g,kinder bueno,1.4
12/01/2026,multitienda nk2,chocolate,39.0,g,white bueno,1.45
04/02/2025,hiperdino,arroz,1000.0,g,brillante,1.88
04/02/2025,hiperdino,garbanzos,580.0,g,hiperdino,0.74
04/02/2025,hiperdino,tomate cherry,250.0,g,pera,1.29
04/02/2025,hiperdino,lechuga,1.0,ud,batavia,1.67
04/02/2025,hiperdino,galletas maria sin gluten,200.0,g,schar,2.08
04/02/2025,hiperdino,leche,1000.0,g,hiperdino sin lactosa,0.85
04/02/2025,hiperdino,queso fresco,600.0,g,flor valsequillo,8.9
04/02/2025,hiperdino,natillas chocolate,500.0,g,hiperdino,1.04
04/02/2025,hiperdino,natillas vainilla,500.0,g,hiperdino,1.04
04/02/2025,hiperdino,mayonesa,450.0,g,ybarra,1.66
04/02/2025,hiperdino,miel,500.0,g,hiperdino,2.62
04/02/2025,hiperdino,papel higienico,12.0,ud,hiperdino,2.38
04/02/2025,hiperdino,pizza sin gluten,420.0,g,casa tarradellas,3.49
04/02/2025,hiperdino,aceite de oliva virgen extra,1000.0,g,ybarra,9.95
04/02/2025,hiperdino,nata,500.0,g,asturiana,2.61
23/02/2025,hiperdino,tampones,22.0,ud,tampax compak,3.24
23/02/2025,hiperdino,yogur griego,1000.0,g,hiperdino,2.39
23/02/2025,hiperdino,leche,1000.0,g,hiperdino sin lactosa,0.85
23/02/2025,hiperdino,pizza sin gluten,420.0,g,casa tarradellas,3.49
23/02/2025,hiperdino,cereales rellenos de leche,500.0,g,hiperdino,2.14
23/02/2025,hiperdino,huevos,12.0,ud,rujamar,2.48
23/02/2025,hiperdino,maiz,420.0,g,hiperdino,2.69
